id,Source name,R.A.,Dec,Radio flux d.,Fermi flux,Log nu_peak,Redshift,Original catalog
1745,5BZQJ0726+0636 ,07 26 36.35,+06 36 42.91,119,0,0,1.95,5BZCAT
1746,4FGLJ0727.4+5325 ,07 28 03.16,+53 25 16.89,60.5,2.26e-12,0,0,Fermi 4LAC
1747,4FGLJ0728.2+4827 ,07 27 59.83,+48 27 20.3,91.6,2.76e-12,0,0,Fermi 3LAC
1748,4FGLJ0730.1+6852 ,07 29 49.78,+68 53 02.4,5,8.38e-13,0,0,Fermi 4LAC
1749,5BZQJ0728+5701 ,07 28 49.62,+57 01 24.38,484,2.36e-12,0,0.426,5BZCAT
1750,4FGLJ0728.5+6128 ,07 29 22.97,+61 29 11.9,48.9,3.46e-12,0,0,Fermi 4LAC
1751,5BZQJ0726-4728 ,07 26 26.22,-47 28 53.39,490,1.24e-11,0,1.686,5BZCAT
1752, 3FGLJ0730.3+6720 ,07 31 25.39,+67 18 47.01,0,0,0,0,Fermi 3LAC
1753,5BZQJ0728-4745 ,07 28 23.51,-47 45 16.88,376,0,0,2.282,5BZCAT
1754,5BZUJ0729-1320 ,07 29 17.82,-13 20 02.18,100,0,0,0.344,5BZCAT
1755,5BZBJ0730+3307 ,07 30 26.04,+33 07 22.9,9,4.02e-12,15.4,0.112,5BZCAT
1756,5BZQJ0730+4049 ,07 30 51.34,+40 49 50.48,376,0,0,2.501,5BZCAT
1757, 3FGLJ0729.5-3127 ,07 29 22.96,-31 31 27.69,0,3.28e-12,0,0,Fermi 3LAC
1758,5BZQJ0730-1141 ,07 30 19.09,-11 41 12.51,2760,1.4e-10,0,1.589,5BZCAT
1759, 3FGLJ0730.5-0537 ,07 30 28.43,-05 35 46.89,0,1.14e-11,0,0,Fermi 3LAC
1760,5BZQJ0731+2451 ,07 31 33.73,+24 51 58.6,318,0,0,1.089,5BZCAT
1761,5BZUJ0730-3208 ,07 30 38.28,-32 08 20.18,575,0,0,0.516,5BZCAT
1762,5BZBJ0731+2804 ,07 31 52.72,+28 04 33.09,71,1.83e-12,16.5,0.248,5BZCAT
1763,4FGLJ0733.1+5910 ,07 33 05.71,+59 08 53.8,41.7,2.39e-12,0,0,Fermi 4LAC
1764,5BZBJ0723-8247 ,07 23 39.41,-82 47 41.09,203,0,0,0,5BZCAT
1765,5BZQJ0735+7115 ,07 35 02.34,+71 15 06.01,163,0,0,0.795,5BZCAT
1766,3HSPJ073326.7+515355.9,07 33 26.79,+51 53 55.89,25,2.93e-12,17.9,0.09,3HSP
1767, 3FGLJ0733.5+5153 ,07 33 39.04,+51 54 20.91,0,2.93e-12,0,0,Fermi 3LAC
1768,5BZQJ0732+2548 ,07 32 56.28,+25 48 38.69,482,0,0,1.443,5BZCAT
1769,5BZQJ0733+5022 ,07 33 52.5,+50 22 09.01,770,5.05e-12,0,0.72,5BZCAT
1770,4FGLJ0733.6+3649 ,07 33 24.37,+36 50 04.41,31.6,2.5e-12,0,0,Fermi 4LAC
1771,5BZBJ0733+3515 ,07 33 29.54,+35 15 42.8,99,0,16.3,0.177,5BZCAT
1772,5BZBJ0733+4111 ,07 33 46.8,+41 11 19.89,24,4.62e-12,0,0.67,5BZCAT
1773,3HSPJ073124.2-584122.2,07 31 24.25,-58 41 22.2,16.5,0,15.1,0.33,3HSP
1774,3HSPJ073049.5-660218.9,07 30 49.51,-66 02 18.81,81.3,4.99e-12,15.6,0.106,3HSP
1775,4FGLJ0732.7-4638 ,07 32 44.29,-46 40 17.18,1403,8.28e-12,0,0,Fermi 3LAC
1776,5BZQJ0733+0456 ,07 33 57.43,+04 56 14.31,219,5.87e-12,0,3.01,5BZCAT
1777,4FGLJ0733.7+0205 ,07 33 54.79,+02 02 21.98,1280.6,2.82e-12,0,0,Fermi 4LAC
1778,5BZQJ0735+4750 ,07 35 02.3,+47 50 08.41,404,0,0,0.782,5BZCAT
1779,3HSPJ073522.0+514641.2,07 35 22.02,+51 46 41.19,2.8,0,16.7,0.45,3HSP
1780,4FGLJ0733.5-5445 ,07 33 34.74,-54 45 41.68,56.3,6.15e-12,0,0,Fermi 4LAC
1781,3HSPJ074716.2+851208.8,07 47 16.24,+85 12 08.78,11.4,3.19e-12,17.1,0.28,3HSP
1782,3HSPJ073518.5+034735.2,07 35 18.51,+03 47 35.19,4.3,0,15.3,0,3HSP
1783,5BZGJ0737+5941 ,07 37 30.07,+59 41 03.08,561,0,0,0.041,5BZCAT
1784,5BZBJ0737+3216 ,07 37 05.58,+32 16 31.9,12,0,0,0,5BZCAT
1785,5BZQJ0736+2604 ,07 36 58.07,+26 04 49.9,261,0,0,0.997,5BZCAT
1786,5BZBJ0737+2846 ,07 37 01.85,+28 46 45.91,16,0,15.7,0.272,5BZCAT
1787,5BZGJ0737+3517 ,07 37 20.92,+35 17 41.71,26,0,0,0.21,5BZCAT
1788,5BZBJ0738+1742 ,07 38 07.38,+17 42 19.0,2258,5.77e-11,0,0.424,5BZCAT
1789,4FGLJ0740.4+7300 ,07 41 11.45,+72 58 22.79,14.4,3.29e-12,0,0,Fermi 4LAC
1790,4FGLJ0734.4-7711 ,07 34 43.42,-77 11 13.41,211.6,1.15e-11,0,0,Fermi 3LAC
1791,5BZQJ0739+0137 ,07 39 18.03,+01 37 04.51,1964,6.12e-11,0,0.189,5BZCAT
1792,4FGLJ0739.7+1743 ,07 39 48.23,+17 43 04.11,6.8,5.79e-12,0,0,Fermi 4LAC
1793,5BZQJ0740+2852 ,07 40 33.54,+28 52 47.31,63,0,0,0.711,5BZCAT
1794,5BZBJ0740+3226 ,07 40 54.59,+32 26 00.81,15,7.55e-13,0,0,5BZCAT
1795,5BZBJ0744+7433 ,07 44 05.35,+74 33 58.21,23,5.08e-12,16.5,0.314,5BZCAT
1796,5BZGJ0741+3205 ,07 41 05.94,+32 05 44.01,77,2.28e-12,0,0.179,5BZCAT
1797,5BZQJ0741+3112 ,07 41 10.69,+31 12 00.21,2284,0,0,0.631,5BZCAT
1798,5BZQJ0742+4900 ,07 42 02.75,+49 00 15.51,398,1.83e-12,0,2.312,5BZCAT
1799,5BZQJ0741+2557 ,07 41 29.74,+25 57 32.18,29,0,0,2.754,5BZCAT
1800,5BZUJ0742+5444 ,07 42 39.78,+54 44 24.68,281,2.72e-11,0,0.723,5BZCAT
1801,5BZQJ0738-6735 ,07 38 56.5,-67 35 50.71,517,0,0,1.663,5BZCAT
1802,5BZQJ0742+3944 ,07 42 37.38,+39 44 35.7,125,0,0,2.205,5BZCAT
1803,3HSPJ073927.3-672136.4,07 39 27.38,-67 21 36.39,0,2.34e-12,17,0.53,3HSP
1804,5BZUJ0742+3744 ,07 42 42.18,+37 44 02.11,66,0,0,0.806,5BZCAT
1805,4FGLJ0741.2-5140 ,07 40 50.47,-51 37 31.69,294.3,3.4e-12,0,0,Fermi 4LAC
1806,5BZBJ0742+3018 ,07 42 42.9,+30 18 35.99,24,0,0,0.495,5BZCAT
1807,5BZBJ0743+1714 ,07 43 05.1,+17 14 24.39,306,2.85e-12,0,0,5BZCAT
1808,5BZQJ0741-4709 ,07 41 45.24,-47 09 25.88,396,5.27e-12,0,0.765,5BZCAT
1809,5BZBJ0747+7639 ,07 47 14.59,+76 39 17.2,131,0,0,0,5BZCAT
1810,5BZQJ0743+2328 ,07 43 44.97,+23 28 38.99,336,0,0,0.776,5BZCAT
1811,4FGLJ0742.9-5242 ,07 42 44.71,-52 41 06.9,129.1,4.51e-12,0,0,Fermi 4LAC
1812,4FGLJ0743.3-4912 ,07 43 04.55,-49 10 13.11,549.2,3.73e-12,0,0,Fermi 4LAC
1813,5BZQJ0744+2920 ,07 44 51.36,+29 20 06.1,338,0,0,1.18,5BZCAT
1814,5BZGJ0745+3312 ,07 45 04.81,+33 12 56.3,222,0,0,0.22,5BZCAT
1815, 3FGLJ0744.1-3804 ,07 43 44.95,-38 03 59.39,0,0,0,0,Fermi 3LAC
1816,3HSPJ074439.9-011430.7,07 44 39.93,-01 14 30.69,3.8,0,16,0.48,3HSP
1817,5BZQJ0743-5619 ,07 43 20.46,-56 19 32.91,638,4.01e-12,0,2.319,5BZCAT
1818,3HSPJ074322.0-563254.4,07 43 22.08,-56 32 54.31,11.7,0,15.6,0.38,3HSP
1819,3HSPJ073706.0-824840.2,07 37 06.03,-82 48 40.21,16.4,6.19e-12,15.7,0.23,3HSP
1820,5BZQJ0745+3313 ,07 45 59.32,+33 13 34.1,128,0,0,0.61,5BZCAT
1821,5BZQJ0745+1011 ,07 45 33.06,+10 11 12.69,3506,0,0,2.624,5BZCAT
1822, 3FGLJ0744.8-4028 ,07 44 38.22,-40 32 17.01,0,3.52e-12,0,0,Fermi 3LAC
1823,4FGLJ0751.0+7908 ,07 50 43.25,+79 09 16.88,181.6,3.88e-12,0,0,Fermi 3LAC
1824,5BZBJ0745+2226 ,07 45 59.16,+22 26 50.78,39,0,0,0,5BZCAT
1825,3HSPJ074734.5+612650.3,07 47 34.54,+61 26 50.2,0,0,15.5,0.32,3HSP
1826,5BZBJ0749+7451 ,07 49 29.57,+74 51 44.71,45,2.26e-12,16.1,0.607,5BZCAT
1827,5BZQJ0749+7420 ,07 49 22.44,+74 20 41.6,509,0,0,1.629,5BZCAT
1828,4FGLJ0747.2+4529 ,07 46 54.38,+45 32 31.59,12.3,1.47e-12,0,0,Fermi 4LAC
1829,5BZQJ0745-0044 ,07 45 54.06,-00 44 17.41,661,2.47e-12,0,0.994,5BZCAT
1830,5BZQJ0743-6726 ,07 43 31.61,-67 26 25.4,5638,0,0,1.512,5BZCAT
1831,5BZQJ0746+2549 ,07 46 25.86,+25 49 02.1,417,6.52e-12,0,2.979,5BZCAT
1832,4FGLJ0746.5+2730 ,07 46 40.43,+27 34 59.01,260.8,2.83e-12,0,0,Fermi 4LAC
1833,3HSPJ074419.8-621100.4,07 44 19.8,-62 11 00.31,48.7,0,16.6,0.38,3HSP
1834,3HSPJ074627.0-022549.3,07 46 27.0,-02 25 49.29,13.5,5.44e-12,15.3,0,3HSP
1835, 3FGLJ0746.6-0706 ,07 46 27.48,-07 09 49.6,0,5.5e-12,0,0,Fermi 3LAC
1836,5BZBJ0746-1555 ,07 46 18.23,-15 55 34.71,423,0,0,0,5BZCAT
1837,4FGLJ0744.2-6918 ,07 44 20.39,-69 19 07.1,427.5,2.77e-12,0,0,Fermi 4LAC
1838,3HSPJ074709.5+062306.5,07 47 09.48,+06 23 06.5,34.6,0,15.8,0,3HSP
1839,5BZUJ0747+0905 ,07 47 22.2,+09 05 53.3,40,3.27e-12,17.2,0,5BZCAT
1840,3HSPJ074710.0-073724.9,07 47 10.02,-07 37 24.81,9.6,2.4e-12,15.5,0.32,3HSP
1841,4FGLJ0748.3+4928 ,07 48 37.74,+49 30 41.0,35.4,2.29e-12,0,0,Fermi 3LAC
1842,3HSPJ074642.3-475455.0,07 46 42.3,-47 54 55.0,106.7,1.05e-11,15.4,0,3HSP
1843,3FGLJ0747.2-3311 ,07 47 19.67,-33 10 46.88,726.3,2.14e-11,0,0,Fermi 3LAC
1844,5BZQJ0749+4510 ,07 49 06.48,+45 10 33.81,147,0,0,0.192,5BZCAT
1845,5BZQJ0748+2400 ,07 48 36.11,+24 00 24.01,958,8.08e-12,0,0.409,5BZCAT
1846,4FGLJ0749.3+4453 ,07 49 16.87,+44 52 31.9,11,5.67e-12,0,0,Fermi 4LAC
1847,5BZGJ0748+2115 ,07 48 43.48,+21 15 45.1,11,0,0,0.263,5BZCAT
1848,3FGLJ0748.0-1639 ,07 48 03.07,-16 39 50.18,802.6,1.15e-11,0,0,Fermi 3LAC
1849,5BZQJ0746-5618 ,07 46 58.2,-56 18 33.4,56,0,0,1.14,5BZCAT
1850,3HSPJ074724.7-492633.1,07 47 24.72,-49 26 33.1,33.1,5.42e-12,15.7,0,3HSP
1851,5BZGJ0749+2313 ,07 49 13.98,+23 13 16.71,53,1.51e-12,15.5,0.175,5BZCAT
1852,3HSPJ074221.1-813136.2,07 42 21.12,-81 31 36.08,17.6,0,15,0.43,3HSP
1853,5BZQJ0750+4814 ,07 50 20.44,+48 14 53.48,716,0,0,1.957,5BZCAT
1854,4FGLJ0749.4+1058 ,07 49 27.37,+10 57 33.08,199,4.86e-12,0,0,Fermi 3LAC
1855,4FGLJ0749.6+1324 ,07 49 35.94,+13 21 56.01,38.4,2.37e-12,0,0,Fermi 4LAC
1856,5BZQJ0747-6744 ,07 47 04.98,-67 44 40.3,28,0,0,1.025,5BZCAT
1857,5BZQJ0748-5258 ,07 48 12.66,-52 58 31.79,180,0,0,1.802,5BZCAT
1858,5BZQJ0750+1823 ,07 50 00.31,+18 23 11.4,179,3.9e-12,0,1.161,5BZCAT
1859,5BZQJ0750+1021 ,07 50 32.87,+10 21 26.71,153,0,0,1.117,5BZCAT
1860,5BZGJ0751+2913 ,07 51 09.56,+29 13 35.5,10,0,15.8,0.194,5BZCAT
1861,5BZQJ0750+1231 ,07 50 52.03,+12 31 04.8,1453,1.02e-11,0,0.889,5BZCAT
1862,5BZBJ0751+3928 ,07 51 44.94,+39 28 17.5,4,0,0,0,5BZCAT
1863,5BZGJ0751+1730 ,07 51 25.07,+17 30 51.01,10,0,17.2,0.187,5BZCAT
1864,4FGLJ0751.4+2655 ,07 51 37.12,+26 57 07.99,200.8,1.39e-12,0,0,Fermi 4LAC
1865,5BZQJ0751-0046 ,07 51 10.2,-00 46 51.09,218,0,0,2.101,5BZCAT
1866,5BZQJ0751+3313 ,07 51 53.66,+33 13 19.81,567,3.3e-12,0,1.938,5BZCAT
1867,4FGLJ0751.4-0421 ,07 51 22.69,-04 21 38.41,163.3,3.23e-12,0,0,Fermi 4LAC
1868,5BZBJ0753+5352 ,07 53 01.37,+53 52 59.48,803,1.32e-11,0,0,5BZCAT
1869,5BZQJ0752+3730 ,07 52 40.91,+37 30 24.29,114,0,0,0.44,5BZCAT
1870,3HSPJ075212.5+040901.1,07 52 12.59,+04 09 01.11,8.1,0,15.5,0,3HSP
1871,3HSPJ075329.5+535111.6,07 53 29.52,+53 51 11.48,42.4,1.32e-11,15.1,0.26,3HSP
1872,4FGLJ0751.0-5131 ,07 50 59.79,-51 34 44.29,165.5,6.08e-12,0,0,Fermi 4LAC
1873,5BZGJ0753+2921 ,07 53 24.6,+29 21 31.89,4,0,0,0.161,5BZCAT
1874,5BZGJ0754+4202 ,07 54 00.66,+42 02 48.08,9,0,0,0.369,5BZCAT
1875,5BZQJ0750-6726 ,07 50 59.53,-67 26 22.59,63,0,0,1.237,5BZCAT
1876,5BZGJ0754+4546 ,07 54 35.81,+45 46 45.01,57,0,0,0.456,5BZCAT
1877,5BZBJ0754+4823 ,07 54 45.66,+48 23 50.71,265,1.32e-11,0,0,5BZCAT
1878,5BZGJ0754+3910 ,07 54 37.06,+39 10 47.71,58,0,0,0.096,5BZCAT
1879,4FGLJ0754.0+0451 ,07 54 05.7,+04 52 38.49,53.1,3.2e-12,0,0,Fermi 4LAC
1880,5BZQJ0754+3033 ,07 54 48.84,+30 33 55.0,48,0,0,0.796,5BZCAT
1881,5BZBJ0755+3726 ,07 55 23.1,+37 26 18.81,2,0,17.2,0.606,5BZCAT
1882,5BZBJ0754-1147 ,07 54 26.45,-11 47 16.9,881,1.89e-11,0,0,5BZCAT
1883,5BZBJ0756+4140 ,07 56 02.73,+41 40 39.68,7,0,0,0.579,5BZCAT
1884,5BZGJ0756+3834 ,07 56 07.05,+38 34 00.91,65,0,0,0.216,5BZCAT
1885,5BZBJ0757+0956 ,07 57 06.63,+09 56 34.9,956,1.99e-11,0,0.266,5BZCAT
1886,3HSPJ075722.7+182929.5,07 57 22.78,+18 29 29.5,3.2,0,16.3,0.26,3HSP
1887,5BZQJ0756-1542 ,07 56 50.7,-15 42 05.39,834,0,0,1.42,5BZCAT
1888,4FGLJ0758.7+3746 ,07 58 28.09,+37 47 11.79,2721.9,1.43e-12,0,0,Fermi 3LAC
1889,4FGLJ0758.1+1134 ,07 58 07.65,+11 36 46.0,468.5,3.05e-12,0,0,Fermi 3LAC
1890,5BZBJ0800+6210 ,08 00 04.14,+62 10 14.3,5,0,15.8,0,5BZCAT
1891,5BZGJ0758+2705 ,07 58 46.98,+27 05 15.5,54,5.66e-12,0,0.099,5BZCAT
1892,4FGLJ0756.3-6431 ,07 56 24.6,-64 30 30.38,13,2.32e-12,0,0,Fermi 3LAC
1893,3HSPJ080015.5+561107.7,08 00 15.53,+56 11 07.58,9.6,2.32e-12,16,0.38,3HSP
1894,5BZBJ0801+6444 ,08 01 02.15,+64 44 49.59,12,2.35e-12,16.4,0.2,5BZCAT
1895,4FGLJ0801.3+6631 ,08 01 36.36,+66 39 09.79,102.8,2.35e-12,0,0,Fermi 4LAC
1896,3HSPJ075936.1+132117.8,07 59 36.13,+13 21 17.71,5.2,2.76e-12,16.3,0.3,3HSP
1897,5BZQJ0800+5010 ,08 00 36.0,+50 10 44.4,110,0,0,1.613,5BZCAT
1898,5BZBJ0800+1645 ,08 00 18.78,+16 45 56.91,83,0,0,0.308,5BZCAT
1899,5BZBJ0801+4401 ,08 01 08.27,+44 01 10.3,228,3.58e-12,0,0,5BZCAT
1900,3HSPJ080135.9+463824.5,08 01 35.99,+46 38 24.5,3.1,0,17.3,0.369,3HSP
1901,3HSPJ080056.5+073235.1,08 00 56.54,+07 32 35.01,8.1,1.98e-12,15.4,0.44,3HSP
1902,5BZBJ0801+1336 ,08 01 15.05,+13 36 42.51,17,0,0,1.042,5BZCAT
1903,5BZBJ0805+7534 ,08 05 26.62,+75 34 24.99,52,1.44e-11,16.3,0.121,5BZCAT
1904,5BZBJ0802+1006 ,08 02 04.8,+10 06 37.9,7,3.14e-12,15.5,0,5BZCAT
1905,4FGLJ0805.1+7744 ,08 06 37.39,+77 46 07.21,217,3.43e-12,0,0,Fermi 3LAC
1906,5BZBJ0803+4816 ,08 03 23.03,+48 16 17.9,12,0,15.7,0.503,5BZCAT
1907,3HSPJ080215.9-094210.9,08 02 15.89,-09 42 10.9,4.1,6.37e-12,15.4,0,3HSP
1908,5BZQJ0802+1809 ,08 02 48.02,+18 09 48.99,503,0,0,1.586,5BZCAT
1909,3HSPJ080508.9+685601.0,08 05 08.94,+68 56 00.99,22.7,0,15.1,0,3HSP
1910,4FGLJ0805.0+6746 ,08 05 01.75,+67 46 01.19,57.4,1.31e-12,0,0,Fermi 4LAC
1911,5BZBJ0803+2437 ,08 03 07.3,+24 37 50.91,24,0,0,0,5BZCAT
1912,3HSPJ080312.1-033600.8,08 03 12.1,-03 36 00.68,232.2,1.1e-11,15.6,0.365,3HSP
1913,5BZQJ0805+6144 ,08 05 18.13,+61 44 24.0,828,7.77e-12,0,3.033,5BZCAT
1914, 3FGLJ0804.4+0418 ,08 03 56.44,+04 21 02.69,0,0,0,0,Fermi 3LAC
1915,4FGLJ0804.5+0414 ,08 04 43.51,+04 14 09.99,81.4,4.85e-12,0,0,Fermi 4LAC
1916,3FGLJ0804.0-3629 ,08 04 05.35,-36 29 18.99,56.9,1.1e-11,0,0,Fermi 3LAC
1917,5BZBJ0806+5931 ,08 06 25.92,+59 31 07.1,61,2.92e-12,15.3,0,5BZCAT
1918,5BZUJ0804-1712 ,08 04 33.68,-17 12 04.21,287,0,0,1.043,5BZCAT
1919,3HSPJ080457.7-062426.1,08 04 57.73,-06 24 26.1,21,5.24e-12,16.9,0.27,3HSP
1920,5BZQJ0808+7315 ,08 08 16.37,+73 15 12.2,300,0,0,0.496,5BZCAT
1921,4FGLJ0805.9+3834 ,08 05 51.75,+38 35 38.0,13.5,2.63e-12,0,0,Fermi 4LAC
1922,4FGLJ0805.2-0110 ,08 05 12.88,-01 11 13.81,0,8.12e-12,0,0,Fermi 3LAC
1923,5BZQJ0806+4504 ,08 06 33.47,+45 04 32.41,412,3e-12,0,2.102,5BZCAT
1924,5BZQJ0807+5117 ,08 07 01.0,+51 17 38.61,214,0,0,1.136,5BZCAT
1925,5BZBJ0806+1330 ,08 06 15.3,+13 30 20.01,14,0,0,0.504,5BZCAT
1926,3HSPJ080610.6+020327.8,08 06 10.61,+02 03 27.68,38.4,0,15.3,0.23,3HSP
1927,3FGLJ0807.9+4946 ,08 07 54.85,+49 46 28.2,385.5,5.16e-12,0,0,Fermi 3LAC
1928,5BZQJ0808+4752 ,08 08 14.7,+47 52 44.68,50,0,0,0.545,5BZCAT
1929,5BZBJ0807-0541 ,08 07 09.6,-05 41 13.81,545,1.69e-11,0,0,5BZCAT
1930,5BZQJ0808+4950 ,08 08 39.65,+49 50 36.99,1115,5.16e-12,0,1.432,5BZCAT
1931,4FGLJ0807.7-1206 ,08 07 35.99,-12 07 43.71,448.8,3.62e-12,0,0,Fermi 4LAC
1932,5BZQJ0808+4052 ,08 08 56.62,+40 52 44.9,584,3.39e-12,0,1.418,5BZCAT
1933,4FGLJ0811.9+7847 ,08 13 07.72,+78 43 07.78,23.5,1.53e-12,0,0,Fermi 4LAC
1934,5BZQJ0808-0751 ,08 08 15.53,-07 51 09.9,1595,7.07e-11,0,1.837,5BZCAT
1935,5BZQJ0809+5341 ,08 09 41.71,+53 41 25.0,140,6.96e-12,0,2.133,5BZCAT
1936,4FGLJ0807.0-6102 ,08 06 49.3,-61 01 29.89,164,1.59e-12,0,0,Fermi 4LAC
1937,5BZBJ0809+5218 ,08 09 49.19,+52 18 58.28,182,4.45e-11,15.7,0.138,5BZCAT
1938,5BZGJ0809+3122 ,08 09 13.39,+31 22 23.01,196,0,0,0.296,5BZCAT
1939,5BZGJ0809+3455 ,08 09 38.89,+34 55 37.41,223,3.38e-12,16.6,0.083,5BZCAT
1940,5BZQJ0810+3847 ,08 10 09.98,+38 47 57.58,32,0,0,3.946,5BZCAT
1941,5BZQJ0811+5714 ,08 11 00.59,+57 14 12.4,453,0,0,0.611,5BZCAT
1942,5BZGJ0810+4911 ,08 10 54.6,+49 11 03.8,11,0,0,0.115,5BZCAT
1943,5BZQJ0810+4134 ,08 10 58.99,+41 34 03.0,220,0,0,0.507,5BZCAT
1944,5BZQJ0811+4533 ,08 11 08.76,+45 33 48.7,81,0,0,1.017,5BZCAT
1945,3HSPJ081305.6+714314.4,08 13 05.61,+71 43 14.3,3.3,0,16.8,0.58,3HSP
1946,5BZGJ0810+2846 ,08 10 58.19,+28 46 18.51,42,0,0,0.272,5BZCAT
1947,5BZQJ0811+4831 ,08 11 37.2,+48 31 33.99,159,0,0,0.703,5BZCAT
1948,5BZBJ0812+6509 ,08 12 40.84,+65 09 10.9,31,2.57e-12,16.5,0,5BZCAT
1949,4FGLJ0807.2-7630 ,08 07 30.04,-76 29 11.61,87.3,3.25e-12,0,0,Fermi 4LAC
1950,5BZBJ0811+0146 ,08 11 26.7,+01 46 52.21,598,3.43e-11,0,1.148,5BZCAT
1951,5BZBJ0812+5554 ,08 12 51.42,+55 54 21.81,27,2.08e-12,0,0.383,5BZCAT
1952,4FGLJ0814.4+6926 ,08 14 07.59,+69 25 49.51,0,6.47e-13,0,0,Fermi 4LAC
1953,3HSPJ081201.8+023733.0,08 12 01.86,+02 37 32.91,123.4,5.29e-12,16.7,0.2,3HSP
1954,3HSPJ081231.2+282056.3,08 12 31.25,+28 20 56.18,3.8,1.78e-12,15.7,0.47,3HSP
1955,5BZBJ0812+1141 ,08 12 26.01,+11 41 58.59,19,2.25e-12,0,0,5BZCAT
1956,4FGLJ0812.5+0711 ,08 12 37.83,+07 12 00.68,134.1,2.38e-12,0,0,Fermi 4LAC
1957,5BZQJ0813+2542 ,08 13 03.82,+25 42 11.19,423,0,0,2.024,5BZCAT
1958,5BZBJ0814+6431 ,08 14 39.18,+64 31 22.0,88,1.97e-11,0,0,5BZCAT
1959,3HSPJ081258.3+153152.5,08 12 58.38,+15 31 52.5,0,0,17,0.525,3HSP
1960,5BZQJ0812-1810 ,08 12 28.51,-18 10 42.81,488,0,0,2.973,5BZCAT
1961,3HSPJ081012.0-703047.1,08 10 12.02,-70 30 47.01,8,0,16.3,0,3HSP
1962,5BZQJ0814+3237 ,08 14 09.21,+32 37 32.01,256,0,0,0.844,5BZCAT
1963,3HSPJ081539.8+655004.6,08 15 39.82,+65 50 04.59,39.7,9.14e-13,16.5,0.47,3HSP
1964,3HSPJ081003.2-752723.6,08 10 03.26,-75 27 23.61,0,2.42e-11,15.1,0.47,3HSP
1965,3HSPJ081338.0-035716.7,08 13 38.06,-03 57 16.7,8.8,2.44e-12,17.6,0.33,3HSP
1966,5BZBJ0814+2940 ,08 14 21.24,+29 40 21.21,28,1.98e-12,16.1,0,5BZCAT
1967,4FGLJ0814.4+2941 ,08 14 25.88,+29 41 15.61,4.9,1.98e-12,0,0,Fermi 4LAC
1968,5BZGJ0814+0857 ,08 14 21.65,+08 57 06.4,11,0,0,0.23,5BZCAT
1969,3HSPJ081435.3+183028.2,08 14 35.35,+18 30 28.11,0,0,16.2,0.342,3HSP
1970,5BZBJ0814-1012 ,08 14 11.69,-10 12 10.29,36,1.18e-11,0,0,5BZCAT
1971,5BZBJ0811-7530 ,08 11 03.23,-75 30 27.9,147,2.42e-11,0,0,5BZCAT
1972,5BZQJ0815+3635 ,08 15 25.93,+36 35 15.1,995,1.62e-12,0,1.028,5BZCAT
1973,5BZBJ0816+5739 ,08 16 22.7,+57 39 09.21,100,1.41e-11,0,0,5BZCAT
1974,5BZBJ0816+6208 ,08 16 43.08,+62 08 29.18,85,0,0,0,5BZCAT
1975,4FGLJ0815.9+2951 ,08 15 36.43,+29 50 21.98,63.2,1.85e-12,0,0,Fermi 4LAC
1976,5BZBJ0816+4910 ,08 16 09.55,+49 10 04.4,49,2.23e-12,0,0,5BZCAT
1977,5BZGJ0816-0735 ,08 16 04.19,-07 35 59.71,43,0,0,0.04,5BZCAT
1978,3HSPJ081602.9-121553.5,08 16 02.98,-12 15 53.49,4.3,0,16.1,0.31,3HSP
1979,4FGLJ0816.4-0007 ,08 16 26.11,-00 05 57.4,37.2,1.7e-12,0,0,Fermi 4LAC
1980,5BZBJ0816+2051 ,08 16 49.78,+20 51 06.51,39,3.53e-12,0,0,5BZCAT
1981,5BZBJ0816-1311 ,08 16 27.19,-13 11 52.51,70,2.06e-11,16.6,0,5BZCAT
1982,4FGLJ0817.1+1955 ,08 17 05.48,+19 58 42.88,268.5,1.32e-12,0,0,Fermi 4LAC
1983,3FGLJ0816.7-2421 ,08 16 40.4,-24 21 06.51,191.5,7.04e-12,0,0,Fermi 3LAC
1984,5BZBJ0817+3243 ,08 17 50.99,+32 43 40.8,7,2.63e-12,15.1,0,5BZCAT
1985,3HSPJ081343.5-754758.8,08 13 43.56,-75 47 58.81,21.5,0,15.9,0.32,3HSP
1986,5BZBJ0818+4222 ,08 18 16.0,+42 22 45.51,1091,5.24e-11,0,0.53,5BZCAT
1987,5BZBJ0818+2814 ,08 18 27.34,+28 14 02.9,64,2.8e-12,0,0.226,5BZCAT
1988,5BZBJ0817-0933 ,08 17 49.75,-09 33 30.6,468,1.23e-11,0,0,5BZCAT
1989,5BZBJ0818+3153 ,08 18 40.06,+31 53 48.08,63,1.66e-12,0,0,5BZCAT
1990,5BZQJ0819+3226 ,08 19 02.32,+32 26 37.28,194,1.78e-12,0,2.017,5BZCAT
1991,5BZBJ0819+4037 ,08 19 25.9,+40 37 44.0,79,0,0,0.389,5BZCAT
1992,5BZBJ0819+2747 ,08 19 18.85,+27 47 30.69,234,3.15e-12,0,0,5BZCAT
1993,3HSPJ081915.3+064221.7,08 19 15.34,+06 42 21.7,0,0,16,0.68,3HSP
1994,5BZBJ0819+1429 ,08 19 31.59,+14 29 37.6,8,0,0,0.494,5BZCAT
1995,5BZGJ0820+4853 ,08 20 28.08,+48 53 47.4,188,0,0,0.133,5BZCAT
1996,5BZBJ0819-0756 ,08 19 17.58,-07 56 26.01,7,2.35e-12,18,0,5BZCAT
