,RAJ2000,DEJ2000,Name,Type,Rmag,Bmag,Comment,R,B,z,Qpct,XName,RName,Lobe1,Lobe2
64474,10.3602982,-1.6294306,SDSS J004126.48-013745.9 ,QRX ,21.38,21.67,gG ,1,-, 1.649, 98,2SXPS J004126.3-013746,NVSS J004126.4-013746 ,FIRST J004126.4-013745,VL0J004126.43-013745.1
64652,10.3865074,22.5527422,SDSS J004132.76+223309.8 ,QRX ,20.22,20.30,gG ,1,1, 1.586, 99,2SXPS J004132.7+223308,VL0J004132.78+223310.1,NVSS J004132.8+223309 ,
64993,10.4381897,41.4398775,LGGS J004145.19+412623.6 ,QRX ,19.30,20.82,pG ,-,-, 1.293, 95,4XMM J004145.1+412624 ,VL0J004145.14+412623.6,2RXP J004145.3+412621 ,2SXPS J004145.1+412621
65038,10.4452202,-1.833726,MS 00392-0206            ,QRX ,19.07,19.55,gmG,-,-, 1.086, 99,2SXPS J004146.7-015000,FIRST J004146.8-015001,VL0J004146.85-015001.0,
65401,10.4975127,-1.5289848,SDSS J004159.40-013144.3 ,QRX ,20.55,21.57,gG ,-,-, 1.216, 99,2SXPS J004159.4-013141,FIRST J004159.3-013144,NVSS J004159.3-013146 ,
65815,10.556654,15.154258,SDSS J004213.59+150915.3 ,QRX ,20.69,21.30,gm ,1,1, 1.160,100,2RXS J004214.3+150904 ,VL0J004213.60+150915.4,FIRST J004213.5+150915,NVSS J004213.5+150914
66205,10.6128746,-13.591818,RXS J00424-1335          ,QRX ,17.39,17.54,pG ,-,-, 0.291,100,2SXPS J004227.2-133533,VL0J004227.10-133530.3,NVSS J004227.0-133533 ,2RXS J004226.5-133538
67109,10.7431936,-20.6203794,PKS 0040-208             ,QRX ,16.76,17.06,pmG,1,1, 0.656,100,CXOG J004258.3-203714 ,VL0J004258.37-203712.7,NVSS J004258.3-203713 ,2XMM J004258.3-203713
67745,10.832258,0.8542965,UM 269                   ,QRX ,17.75,17.83,gG ,-,-, 0.309, 99,4XMM J004319.7+005115 ,VL0J004319.73+005115.7,FIRST J004319.6+005115,XMMSL J004319.8+005117
67831,10.8447239,-26.6517055,CT 29                    ,QRX ,17.41,17.98,jG ,-,-, 1.003,100,2RXS J004323.5-263900 ,VL0J004322.74-263905.5,NVSS J004322.7-263905 ,
67981,10.8643275,0.0005602,SDSS J004327.44+000002.0 ,QRX ,18.75,21.58,pG ,-,-, 1.110, 99,4XMM J004327.3+000001 ,VL0J004327.43+000002.3,FIRST J004327.4+000002,NVSS J004327.4+000001
68350,10.917881,0.8068767,SDSS J004340.28+004824.6 ,QRX ,20.49,20.59,gmG,-,1, 1.667, 99,CXOG J004340.3+004824 ,VL0J004340.29+004825.0,2XMM J004340.3+004825 ,
68648,10.9637467,-28.4611943,LBQS 0041-2844           ,QRX ,18.55,19.00,pG ,-,-, 0.839,100,2RXS J004350.8-282802 ,VL0J004351.29-282739.7,NVSS J004351.2-282738 ,
69026,11.0203101,1.5619043,HS 0041+0117             ,QRX ,16.77,16.69,gG ,-,-, 0.428, 99,2SXPS J004404.7+013344,FIRST J004404.7+013343,2RXP J004405.0+013340 ,2RXS J004404.5+013344
69416,11.0790304,-9.002631,FBQS J0044-0900          ,QRX ,18.87,19.17,gmG,-,-, 0.968,100,CXOX J004418.9-090008 ,VL0J004418.98-090009.0,FIRST J004418.9-090009,1WGA J0044.3-0900
69535,11.1002886,0.848116,SDSS J004424.06+005053.2 ,QRX ,21.82,22.08,g  ,-,-, 0.641, 99,2XMM J004424.0+005051 ,NVSS J004423.7+005053 ,                      ,
70159,11.1950222,33.0546679,SDSS J004446.80+330316.8 ,QRX ,18.83,19.25,pmG,1,-, 1.242, 99,CXOG J004446.8+330316 ,VL0J004446.77+330316.8,NVSS J004446.5+330318 ,1RXH J004446.7+330319
70464,11.2446992,10.4480911,MC 0042+101              ,QRX ,17.90,18.31,pG ,-,-, 0.583, 91,2RXS J004458.8+102639 ,NVSS J004458.4+102659 ,                      ,
70796,11.294128,-1.8273953,SDSS J004510.59-014938.6 ,QRX ,20.38,20.46,gmG,-,1, 2.032, 99,4XMM J004510.6-014938 ,FIRST J004510.5-014938,VL0J004510.58-014938.2,
70826,11.3003321,-1.4763018,SDSS J004512.08-012834.6 ,QRX ,20.30,20.47,gG ,-,-, 0.833,100,4XMM J004512.0-012835 ,NVSS J004511.8-012831 ,2SXPS J004512.2-012836,
71147,11.3475667,1.2911385,SDSS J004523.41+011728.0 ,QRX ,21.66,21.82,gG ,-,-, 0.848, 98,2RXP J004523.3+011725 ,FIRST J004523.5+011727,2RXS J004523.7+011722 ,
71610,11.414989,-22.7320396,HE 0043-2300             ,QRX ,16.31,16.69,pmG,-,-, 1.538,100,XMMSL J004540.0-224352,VL0J004539.59-224354.8,NVSS J004539.5-224355 ,2RXS J004540.2-224405
72509,11.5564461,1.0738087,UM 275                   ,QRX ,18.05,18.33,gG ,-,-, 2.150,100,CXOG J004613.5+010425 ,VL0J004613.54+010425.9,FIRST J004613.5+010425,NVSS J004613.8+010422
72702,11.5844683,22.8287116,RGB J0046+228            ,QRX ,17.09,17.28,p+G,-,-, 0.433,100,XMMSL J004620.4+224942,VL0J004620.24+224943.5,NVSS J004619.7+224944 ,
74037,11.774661,3.331885,PKS 0044+030             ,QRX ,16.01,16.66,p+G,1,1, 0.624, 97,2SXPS J004705.8+031956,VL0J004705.92+031955.6,FIRST J004705.9+031954,NVSS J004705.9+031955
75428,11.9667683,27.6624391,SDSS J004752.02+273944.8 ,QRX ,19.87,20.13,gG ,1,-, 1.435, 99,4XMM J004752.0+273944 ,VL0J004751.99+273944.7,NVSS J004752.2+273936 ,
75724,12.0109028,22.5900337,NVSS J004802+223525      ,QRX ,18.59,19.02,gG ,-,-, 1.163,100,2SXPS J004802.5+223524,VL0J004802.60+223524.2,NVSS J004802.5+223524 ,
75841,12.0298455,22.5050142,SDSS J004807.16+223017.9 ,QRX ,19.82,20.15,gG ,-,-, 1.478,100,2SXPS J004806.9+223016,VL0J004807.15+223018.2,                      ,
76033,12.0577134,31.8636805,SDSS J004813.85+315149.2 ,QRX ,19.73,20.61,jG ,-,-, 2.854, 99,CXOG J004813.8+315148 ,VL0J004813.85+315149.0,NVSS J004813.9+315151 ,4XMM J004813.8+315149
76849,12.1848168,-28.2943444,CT 120                   ,QRX ,17.28,17.88,jG ,-,-, 0.632, 98,2RXS J004845.5-281735 ,VL0J004844.34-281739.0,                      ,
77324,12.2602041,32.3390829,SDSS J004902.44+322020.7 ,QRX ,18.59,19.09,pG ,-,-, 1.416, 97,2SXPS J004902.3+322025,NVSS J004902.2+322023 ,VL0J004902.27+322023.3,
77836,12.345418,-31.2742581,PKS 0046-315             ,QRX ,17.70,18.31,jG ,-,-, 2.721, 99,2SXPS J004922.8-311630,VL0J004922.91-311626.5,SUMSS J004922.9-311628,2RXS J004923.8-311619
78089,12.3832946,11.4738848,PHL 850                  ,QRX ,16.66,17.49,pmG,-,-, 0.275,100,2SXPS J004931.8+112826,VL0J004931.98+112826.1,FIRST J004932.0+112825,2RXS J004931.6+112833
78123,12.3905898,-25.1594976,TEX 0047-254             ,QRX ,22.49,23.01,   ,n,n, 1.472, 99,1WGA J0049.5-2509     ,VL0J004933.74-250933.8,NVSS J004933.7-250934 ,
78221,12.4044087,-18.7979046,RXS J00496-1847          ,QRX ,17.21,19.48,pG ,-,-, 0.290, 98,2SXPS J004937.0-184753,VL0J004937.03-184751.8,                      ,
78242,12.4082909,51.4704685,87GB 00467+5111          ,QRX ,20.76,21.02,jG ,-,1, 0.869, 97,2RXS J004937.5+512821 ,VL0J004937.97+512813.5,NVSS J004937.9+512813 ,
78556,12.4622193,20.0574603,SDSS J004950.92+200326.8 ,QRX ,19.12,18.96,gmG,-,-, 0.559,100,2RXS J004950.3+200327 ,VL0J004950.92+200326.9,NVSS J004950.6+200329 ,
78822,12.4978001,-57.6409272,PKS 0047-579             ,QRX ,16.92,17.49,jG ,1,-, 1.797, 85,2SXPS J004959.0-573826,SUMSS J004959.4-573828,                      ,
79078,12.5409135,-0.650176,SDSS J005009.81-003900.6 ,QRX ,20.24,20.74,gG ,1,-, 0.729, 99,CXOG J005009.8-003900 ,VL0J005009.81-003900.4,FIRST J005009.8-003901,NVSS J005010.1-003904
79375,12.589729,-4.8723869,PKS 0047-051             ,QRX ,19.73,21.02,j+G,-,-, 0.920, 99,2SXPS J005021.4-045222,FIRST J005021.5-045220,VL0J005021.56-045219.9,NVSS J005021.5-045221
79562,12.6198865,21.9020618,SDSS J005028.77+215407.3 ,QRX ,18.70,18.98,gG ,-,-, 2.059,100,2SXPS J005028.7+215408,VL0J005028.76+215407.5,                      ,
79883,12.6706292,-25.6897531,NVSS J005040-254123      ,QRX ,18.97,19.05,j+G,-,-, 0.780,100,2RXS J005040.2-254137 ,VL0J005040.94-254122.7,NVSS J005040.9-254123 ,
80678,12.784208,-6.8339535,PKS 0048-071             ,QRX ,19.43,20.44,pG ,-,1, 1.975,100,2SXPS J005108.2-065003,VL0J005108.23-065001.7,FIRST J005108.2-065002,NVSS J005108.2-065003
80751,12.7949274,15.9013033,SDSS J005110.78+155404.6 ,QRX ,20.42,20.55,g  ,-,-, 0.812,100,2SXPS J005110.6+155402,VL0J005110.79+155404.7,NVSS J005110.7+155405 ,
81087,12.849781,7.5129245,SDSS J005123.94+073046.5 ,QRX ,18.56,18.57,gmG,-,-, 0.647,100,2RXS J005124.4+073043 ,FIRST J005123.9+073046,NVSS J005123.7+073047 ,
83050,13.1617079,40.0226466,LAMOSTJ005238.81+400121.5,QRX ,19.06,20.18,pG ,1,-, 2.478, 99,4XMM J005239.0+400123 ,VL0J005238.79+400121.4,NVSS J005238.7+400121 ,
83226,13.189117,-26.4064372,CS 84                    ,QRX ,20.72,19.32,pG ,1,-, 2.220, 96,CXO J005245.5-262424  ,VL0J005245.38-262423.1,NVSS J005245.3-262428 ,
84092,13.3355595,18.7072183,SDSS J005320.53+184226.0 ,QRX ,19.03,18.93,gG ,-,-, 0.461, 95,2RXS J005320.7+184222 ,NVSS J005320.1+184222 ,                      ,
84189,13.3525341,12.5621057,D0K 12                   ,QRX ,20.17,20.47,gG ,-,-, 0.680, 99,XMMX J005324.6+123343 ,FIRST J005324.5+123344,2SXPS J005324.5+123343,2RXP J005324.5+123343
84965,13.4798321,-0.0525972,LBQS 0051-0019           ,QRX ,18.30,18.59,gG ,-,-, 1.714, 98,CXOG J005355.1-000309 ,FIRST J005355.0-000309,                      ,
85222,13.5193207,25.5232034,SDSS J005404.64+253123.5 ,QRX ,21.76,21.88,g+G,1,1, 1.927, 98,4XMM J005404.6+253123 ,NVSS J005404.6+253124 ,2RXP J005404.7+253117 ,
85310,13.5341367,12.4858129,Q J005408+122909         ,QRX ,20.17,21.38,jG ,1,1, 1.162, 99,1RXH J005408.3+122848 ,FIRST J005408.1+122908,2RXP J005407.4+122911 ,
85869,13.6225211,-27.8857214,Q 0052-2809              ,QRX ,19.07,20.12,jG ,-,-, 0.838, 95,4XMM J005429.4-275308 ,VL0J005429.42-275307.8,                      ,
86190,13.6714566,25.6190599,SDSS J005441.14+253708.6 ,QRX ,18.60,18.78,gG ,-,-, 1.934,100,4XMM J005441.1+253708 ,VL0J005441.14+253708.5,NVSS J005441.4+253711 ,2SXPS J005441.3+253711
86192,13.6716551,0.0196432,LBQS 0052-0015           ,QRX ,17.66,18.50,pG ,1,-, 0.647, 99,CXO J005441.1+000109  ,VL0J005441.18+000111.0,FIRST J005441.1+000110,2SXPS J005441.3+000109
86319,13.6887616,-38.7374836,Q 0052-3901A             ,QRX ,18.63,19.21,jG ,-,-, 3.180,100,2SXPS J005445.2-384415,VL0J005445.26-384413.9,SUMSS J005445.2-384413,NVSS J005445.2-384413
86831,13.7646765,14.1351486,SDSS J005503.52+140806.5 ,QRX ,19.52,19.69,gG ,-,-, 1.664, 99,2SXPS J005503.5+140806,VL0J005503.53+140806.6,NVSS J005503.5+140805 ,
87680,13.8961087,1.6764683,LBQS 0053+0124           ,QRX ,18.09,17.90,gG ,-,-, 0.438, 99,2RXS J005535.8+014028 ,FIRST J005535.0+014034,NVSS J005535.2+014029 ,
87890,13.9282239,-27.3888383,NVSS J005543-272320      ,QRX ,18.98,19.15,pG ,-,-, 1.540,100,XMMX J005542.8-272318 ,VL0J005542.77-272319.3,NVSS J005543.2-272320 ,
88885,14.0738765,27.8971564,UVQSJ005617.72+275349.7  ,QRX ,17.63,17.64,gG ,-,-, 0.476, 90,2RXS J005617.3+275349 ,NVSS J005617.5+275352 ,VL0J005617.53+275352.3,
88999,14.0905212,0.5432657,SDSS J005621.72+003235.8 ,QRX ,20.08,22.03,pG ,-,-, 0.132, 99,2XMM J005621.6+003235 ,FIRST J005621.7+003235,NVSS J005621.4+003232 ,
89091,14.1045209,-28.1422912,DHM 0054-284             ,QRX ,18.07,19.81,pG ,-,1, 3.616, 99,4XMM J005625.0-280831 ,VL0J005625.07-280831.7,                      ,
89197,14.1193444,18.9124614,SDSS J005628.64+185444.8 ,QRX ,18.33,18.57,gG ,-,-, 0.300, 93,2RXS J005629.0+185420 ,NVSS J005628.6+185446 ,                      ,
89511,14.1716855,-0.3982719,SDSS J005641.20-002353.7 ,QRX ,20.82,21.53,g  ,-,-, 0.732, 94,4XMM J005641.1-002355 ,FIRST J005641.2-002354,                      ,
90288,14.2913775,14.7694832,PHL 909                  ,QRX ,15.68,15.77,gG ,1,-, 0.172,100,CXOG J005709.9+144610 ,VL0J005709.90+144610.1,XMMSL J005710.1+144604,2RXS J005708.8+144551
90471,14.3208423,-0.4092169,PKS 0054-006             ,QRX ,19.16,19.23,gG ,-,-, 2.748,100,4XMM J005716.9-002433 ,VL0J005717.00-002432.8,FIRST J005717.0-002433,NVSS J005716.9-002433
90622,14.3429343,0.2790741,SDSS J005722.31+001644.6 ,QRX ,20.70,21.15,gG ,-,-, 3.139, 99,4XMM J005722.4+001646 ,FIRST J005722.3+001644,NVSS J005721.8+001646 ,
90800,14.3713855,-9.5495901,RXS J00575-0932          ,QRX ,18.33,18.35,gG ,-,-, 0.558,100,2RXS J005729.0-093256 ,VL0J005729.12-093258.1,FIRST J005729.1-093258,
91648,14.5068549,15.8864414,PHL 915                  ,QRX ,17.65,18.16,gG ,-,-, 1.266,100,2SXPS J005801.6+155310,VL0J005801.64+155311.2,NVSS J005801.7+155310 ,
91754,14.521112,-5.6645221,PKS 0055-059             ,QRX ,17.93,19.21,j+G,-,-, 1.246, 99,2SXPS J005804.8-053955,FIRST J005805.0-053952,VL0J005805.09-053951.7,NVSS J005805.0-053952
92381,14.616971,30.2504116,SDSS J005828.07+301501.4 ,QRX ,21.67,21.67,g  ,-,-, 2.025,100,4XMM J005828.0+301502 ,VL0J005828.05+301501.5,NVSS J005828.0+301500 ,
92488,14.6336209,33.1881152,MG3 J005830+3311         ,QRX ,19.96,21.17,p  ,-,-, 1.369,100,2SXPS J005832.0+331116,VL0J005832.05+331117.2,NVSS J005832.0+331116 ,
92533,14.6408494,6.335021,CGRaBS J0058+0620        ,QRX ,21.04,21.57,gmG,1,1, 0.592, 99,2RXS J005834.6+062020 ,FIRST J005833.7+062006,VL0J005833.81+062006.2,NVSS J005833.8+062004
92916,14.702715,31.8660531,SDSS J005848.64+315157.7 ,QRX ,18.44,19.19,pG ,-,-, 2.040,100,2XMM J005848.7+315158 ,VL0J005848.63+315157.8,NVSS J005848.6+315157 ,2SXPS J005848.5+315158
93358,14.7729775,0.1143389,PHL 923                  ,QRX ,17.53,17.51,g+G,-,-, 0.719,100,CXOG J005905.5+000651 ,FIRST J005905.5+000651,NVSS J005905.5+000651 ,4XMM J005905.5+000651
93679,14.8228251,-9.3315994,SDSS J005917.47-091953.7 ,QRX ,18.99,19.09,gG ,-,1, 0.641, 99,2RXS J005917.8-092006 ,VL0J005917.48-091953.3,FIRST J005917.4-091953,NVSS J005917.4-091953
95098,15.0374437,-40.3159293,ATESP J010008-401859     ,QRX ,18.44,19.05,jmG,-,-, 2.720, 81,2RXS J010009.8-401908 ,SUMSS J010009.0-401858,                      ,
95107,15.0380988,3.0867512,SDSS J010009.14+030512.3 ,QRX ,21.27,21.22,g+ ,1,-, 0.899, 99,2RXS J010009.6+030516 ,VL0J010009.13+030512.5,FIRST J010009.1+030512,NVSS J010009.0+030510
95116,15.0390575,-33.625581,PKS 0057-338             ,QRX ,19.22,19.84,jG ,-,-, 0.875, 95,CXOG J010009.3-333731 ,VL0J010009.38-333731.2,SUMSS J010009.3-333730,2RXP J010009.5-333730
95377,15.0778276,31.1328607,SDSS J010018.67+310758.2 ,QRX ,18.54,18.97,pG ,1,-, 1.807, 95,2SXPS J010018.2+310758,NVSS J010018.5+310759 ,VL0J010018.57+310759.7,
95728,15.1342649,-2.0127989,LBQS J0100-0200          ,QRX ,17.38,18.98,pmG,-,-, 0.227, 99,CXOX J010032.2-020046 ,VL0J010032.22-020045.7,FIRST J010032.2-020046,
95767,15.1395952,0.3667201,FBQS J0100+0022          ,QRX ,17.80,17.79,gmG,-,-, 0.753,100,4XMM J010033.5+002200 ,VL0J010033.49+002200.4,FIRST J010033.5+002200,XMMSL J010033.4+002151
96273,15.2197982,-0.5265635,SDSS J010052.75-003135.6 ,QRX ,21.18,21.34,g  ,-,-, 0.919, 99,4XMM J010052.7-003135 ,VL0J010052.75-003135.5,FIRST J010052.7-003135,CXOG J010052.7-003133
96903,15.3174173,-33.7923136,NVSS J010115-334728      ,QRX ,19.83,20.58,jG ,1,1, 1.211, 97,2RXP J010116.1-334726 ,VL0J010116.18-334731.7,CXOX J010116.3-334733 ,
96929,15.3208261,50.0791618,MASIV J0101+5004         ,QRX ,19.68,19.61,pG ,1,1, 2.547, 98,2SXPS J010117.1+500444,VL0J010117.00+500444.9,NVSS J010117.0+500445 ,
96956,15.3251317,-6.8374826,SDSS J010118.02-065015.0 ,QRX ,19.46,19.63,gG ,-,-, 0.866, 99,2RXS J010117.7-065012 ,FIRST J010118.0-065015,NVSS J010118.1-065015 ,
97678,15.4432554,-3.7281654,SDSS J010146.37-034341.4 ,QRX ,19.38,19.42,gG ,-,-, 0.676, 86,2RXS J010145.1-034342 ,NVSS J010146.4-034349 ,FIRST J010146.1-034340,
98056,15.5021427,-30.3072259,LBQS 0059-3034           ,QRX ,16.96,17.45,pG ,-,-, 1.033,100,XMMSL J010200.5-301833,VL0J010200.50-301825.3,NVSS J010200.4-301825 ,SUMSS J010200.4-301830
98189,15.5245749,0.1991664,FBQS J0102+0011          ,QRX ,17.17,17.24,gmG,-,-, 0.726,100,4XMM J010205.9+001156 ,VL0J010205.91+001157.1,FIRST J010205.9+001156,NVSS J010206.0+001156
98441,15.5621363,-80.2109493,PKS 0101-804             ,QRX ,20.10,20.50,jG ,-,-, 1.169, 99,4XMM J010215.1-801238 ,SUMSS J010214.3-801241,2SXPS J010216.6-801236,
98474,15.5698596,-0.0258163,SDSS J010216.76-000132.9 ,QRX ,20.98,21.14,gG ,-,-, 1.745, 99,4XMM J010216.8-000133 ,NVSS J010216.8-000135 ,FIRST J010216.8-000134,VL0J010216.91-000134.3
98544,15.5777489,-75.7810373,PKS 0101-76              ,QRX ,18.11,18.32,jG ,-,-, 1.017, 96,2SXPS J010217.8-754651,SUMSS J010218.3-754651,2RXS J010215.6-754654 ,
98766,15.6131143,42.23861,GB6 J0102+4214           ,QRX ,19.79,19.97,pmG,-,1, 0.874, 99,2SXPS J010227.0+421418,VL0J010227.13+421418.9,NVSS J010227.2+421418 ,
99151,15.6701441,0.3621056,SDSS J010240.83+002143.5 ,QRX ,20.78,21.55,gmG,-,-, 1.326,100,4XMM J010240.8+002145 ,VL0J010240.79+002143.8,FIRST J010240.7+002143,NVSS J010240.7+002143
99276,15.6906767,58.4030931,TEX 0059+581             ,QRX ,19.08,19.48,p+G,n,1, 0.644, 97,2SXPS J010245.8+582411,VL0J010245.76+582411.0,                      ,
99404,15.7095278,-22.1579167,RX J01028-2209           ,QRX ,17.40,18.80,p  ,n,n, 0.766, 95,4XMM J010250.3-220928 ,VL0J010250.35-220928.2,NVSS J010250.2-220928 ,CXOG J010250.3-220928
99809,15.7706976,-42.0678457,CTS B16.09               ,QRX ,16.69,17.28,jG ,-,-, 1.895, 96,2RXS J010304.7-420346 ,SUMSS J010305.0-420402,                      ,
100243,15.840687,-0.4002703,FBQS J0103-0024          ,QRX ,18.54,18.88,gmG,-,-, 1.323, 99,4XMM J010321.7-002401 ,VL0J010321.76-002400.6,FIRST J010321.7-002401,
100732,15.9121026,0.3968346,SDSS J010338.90+002348.6 ,QRX ,20.97,21.86,g  ,-,-, 1.018, 98,4XMM J010338.8+002347 ,FIRST J010338.8+002348,VL0J010338.87+002348.9,
101103,15.9659599,25.2340777,SDSS J010351.84+251402.6 ,QRX ,20.40,20.74,gG ,1,-, 1.472, 99,4XMM J010351.7+251402 ,VL0J010351.83+251402.6,                      ,
102043,16.1175377,-6.2604053,XMS J010428.2-061539     ,QRX ,18.56,19.61,p+G,-,-, 0.180, 99,2XMM J010428.2-061538 ,FIRST J010428.2-061537,VL0J010428.20-061536.6,
102218,16.1458564,-0.3835352,SDSS J010435.00-002300.7 ,QRX ,20.09,20.42,gG ,1,1, 2.019, 99,4XMM J010434.9-002304 ,FIRST J010434.9-002300,VL0J010435.00-002300.5,NVSS J010434.7-002252
102842,16.2425241,-24.2745714,PKS 0102-245             ,QRX ,18.94,19.69,jG ,-,-, 1.747, 99,2SXPS J010458.4-241630,NVSS J010458.2-241627 ,VL0J010458.19-241627.5,
103057,16.2729209,-2.2397688,SDSS J010505.50-021423.2 ,QRX ,19.27,19.17,gmG,-,-, 0.616, 99,2RXS J010505.3-021431 ,FIRST J010505.4-021422,NVSS J010505.7-021427 ,
104207,16.4469983,1.0163197,SDSS J010547.27+010058.7 ,QRX ,22.09,22.10,g  ,-,1, 0.959, 99,2RXS J010547.6+010108 ,FIRST J010547.2+010058,                      ,
104500,16.4955017,-26.1056875,LBQS 0103-2622           ,QRX ,15.20,16.44,pG ,-,-, 0.776, 98,2SXPS J010558.8-260624,VL0J010558.94-260620.0,1RXS J010558.6-260629 ,
105227,16.6086746,-27.3032854,PKS 0104-275             ,QRX ,18.37,18.88,jG ,-,-, 2.492, 99,XMMSL J010626.1-271805,NVSS J010626.0-271812 ,VL0J010626.06-271811.1,
105700,16.6839937,-10.5696076,RXS J01067-1034          ,QRX ,18.09,17.94,gmG,-,-, 0.468,100,2RXP J010644.2-103405 ,FIRST J010644.1-103410,VL0J010644.13-103409.4,2RXS J010644.0-103359
105720,16.6879471,-40.5722109,PKS 0104-408             ,QRX ,17.95,18.51,j+G,-,-, 0.584, 97,2SXPS J010644.9-403424,SUMSS J010645.0-403420,XMMSL J010645.1-403425,2RXS J010644.5-403408
106878,16.8757078,-0.8021354,SDSS J010730.17-004807.6 ,QRX ,20.30,20.46,gG ,-,-, 1.875, 99,2SXPS J010730.1-004809,VL0J010730.17-004807.4,FIRST J010730.1-004807,NVSS J010730.1-004810
107293,16.9415059,13.2014437,SDSS J010745.96+131205.1 ,QRX ,18.74,18.81,gG ,-,-, 0.760,100,1RXH J010745.9+131207 ,VL0J010745.97+131205.3,NVSS J010745.9+131204 ,2RXS J010746.2+131203
108108,17.0628312,25.4416097,SDSS J010815.07+252629.7 ,QRX ,18.67,18.74,gmG,-,-, 1.912,100,2RXS J010814.0+252632 ,VL0J010815.07+252629.9,NVSS J010815.4+252632 ,
108416,17.11184,-0.6233799,UM 305                   ,QRX ,17.30,17.53,gG ,-,-, 1.375,100,2SXPS J010826.8-003725,VL0J010826.84-003723.7,FIRST J010826.8-003724,NVSS J010826.8-003724
108470,17.1190622,0.051457,SDSS J010828.57+000305.1 ,QRX ,19.36,19.67,gG ,-,-, 1.207,100,4XMM J010828.5+000305 ,VL0J010828.57+000312.8,FIRST J010828.5+000312,
108644,17.1464651,21.8051563,2MASS J01085+2148        ,QRX ,17.57,20.00,p+G,-,-, 0.285,100,CXOG J010835.1+214818 ,VL0J010835.13+214818.6,                      ,
108738,17.161547,1.5834218,PKS 0106+01              ,QRX ,18.10,18.31,gG ,1,-, 2.109,100,CXOG J010838.7+013500 ,FIRST J010838.7+013459,NVSS J010838.7+013458 ,2SXPS J010838.7+013500
109329,17.2515327,15.2048817,SDSS J010900.36+151217.5 ,QRX ,17.58,17.95,gG ,-,-, 0.381,100,4XMM J010900.4+151218 ,VL0J010900.37+151217.6,NVSS J010900.3+151217 ,
109623,17.2969132,-32.5455789,HE 0106-3248             ,QRX ,16.16,16.79,jG ,-,-, 0.227, 99,2SXPS J010911.2-323247,VL0J010911.25-323244.2,2RXS J010910.5-323247 ,
109739,17.3151793,-39.5364568,NVSS J010915-393210      ,QRX ,18.73,19.60,jG ,-,-, 2.350, 98,2SXPS J010915.9-393215,VL0J010915.60-393210.2,SUMSS J010915.5-393211,NVSS J010915.6-393210
109890,17.3361374,19.7741356,SDSS J010920.66+194626.7 ,QRX ,19.83,20.21,gG ,-,-, 1.226, 98,2RXP J010921.1+194624 ,VL0J010920.67+194626.9,                      ,
109959,17.3483154,-0.1252887,SDSS J010923.59-000731.0 ,QRX ,21.98,22.10,g  ,-,-, 1.766,100,4XMM J010923.6-000730 ,VL0J010923.59-000730.8,NVSS J010923.5-000730 ,FIRST J010923.5-000731
109985,17.3521308,1.7048616,SDSS J010924.51+014217.4 ,QRX ,20.60,21.15,gG ,-,-, 1.342, 99,2SXPS J010924.6+014214,FIRST J010924.5+014217,                      ,
110061,17.3629616,-3.2873543,SDSS J010927.10-031714.4 ,QRX ,18.69,18.75,g+G,-,-, 0.751,100,2RXS J010926.5-031710 ,VL0J010927.11-031714.1,FIRST J010927.0-031714,NVSS J010927.1-031718
110079,17.3661967,31.8322342,RXS J01094+3149          ,QRX ,17.47,17.68,gG ,-,-, 1.710,100,XMMSL J010927.8+314958,VL0J010927.83+314955.7,NVSS J010927.9+314955 ,2RXP J010927.9+315000
110230,17.3894529,14.002034,SDSS J010933.46+140007.3 ,QRX ,18.61,18.64,gG ,-,-, 0.814,100,4XMM J010933.4+140007 ,VL0J010933.47+140007.3,NVSS J010933.3+140005 ,
110436,17.4273607,9.0723346,SDSS J010942.57+090420.2 ,QRX ,20.39,21.26,jG ,-,-, 1.440, 99,2SXPS J010942.6+090420,VL0J010942.55+090420.6,FIRST J010942.5+090420,
110527,17.4431016,61.5584603,TXS 0106+612             ,QRX ,20.94,21.71,G  ,n,n, 0.783, 97,CXOG J010946.3+613330 ,VL0J010946.32+613330.3,2SXPS J010946.4+613330,4XMM J010946.2+613330
110643,17.4591248,41.8202602,LAMOSTJ010950.18+414912.9,QRX ,18.01,18.45,pG ,-,-, 0.675,100,2SXPS J010950.3+414917,VL0J010950.16+414912.6,                      ,
111247,17.5548355,-2.331344,LBQS 0107-0235           ,QRX ,17.35,17.65,pG ,1,-, 0.958, 99,2SXPS J011013.2-021955,VL0J011013.17-021951.2,NVSS J011013.2-021955 ,XMMSL J011013.4-021951
111385,17.5768548,-30.8039924,2QZ J011018.4-304814     ,QRX ,19.50,19.80,pG ,1,-, 1.426, 99,4XMM J011018.4-304814 ,VL0J011018.47-304813.9,                      ,
111678,17.6287646,-4.2586174,6dF J011030.9-041531     ,QRX ,18.21,18.12,gG ,-,-, 0.503,100,2RXS J011030.5-041537 ,VL0J011030.92-041530.4,FIRST J011030.9-041531,NVSS J011030.8-041531
111809,17.6479648,-16.8076954,RXS J01105-1648          ,QRX ,15.87,16.23,pG ,-,1, 0.780,100,2XMM J011035.3-164828 ,VL0J011035.50-164827.3,NVSS J011035.1-164831 ,2RXP J011035.7-164822
