id,RA,DEC,Source name,Redshift,Radio flux d.,Fermi flux,Log nu_peak,Original catalog
399,21.796083333333332,-1.8649194444444444,5BZBJ0127-0151 ,0.0,17.0,0.0,0.0,5BZCAT
402,21.81795833333333,-8.358027777777778,5BZBJ0127-0821 ,0.36,112.0,7.78e-12,0.0,5BZCAT
403,22.0335,49.01830833333333,5BZGJ0128+4901 ,0.067,206.0,3.76e-12,0.0,5BZCAT
405,21.96175,-0.22960833333333333,5BZBJ0127-0013 ,0.44,7.0,0.0,15.6,5BZCAT
407,22.172208333333334,44.655,5BZUJ0128+4439 ,0.228,40.0,1.58e-12,0.0,5BZCAT
411,21.7925,-81.13905833333334,5BZBJ0127-8108 ,0.0,1075.0,0.0,0.0,5BZCAT
412,22.537,-10.318808333333333,5BZQJ0130-1019 ,1.005,101.0,0.0,0.0,5BZCAT
413,22.780041666666662,61.34260833333333,5BZBJ0131+6120 ,0.0,20.0,1.75e-11,16.5,5BZCAT
415,22.615166666666667,8.712808333333333,5BZQJ0130+0842 ,0.725,210.0,0.0,0.0,5BZCAT
418,22.86125,38.577527777777775,5BZQJ0131+3834 ,1.277,185.0,0.0,0.0,5BZCAT
421,23.181041666666665,-16.913419444444443,5BZQJ0132-1654 ,1.02,830.0,2.17e-11,0.0,5BZCAT
424,23.276500000000002,-44.23927777777778,5BZBJ0133-4414 ,0.0,65.0,3.62e-12,0.0,5BZCAT
426,23.274,-52.00105833333333,5BZUJ0133-5200 ,0.0,352.0,9.92e-12,0.0,5BZCAT
427,23.61745833333333,26.64525,5BZBJ0134+2638 ,0.0,31.0,9.46e-12,15.7,5BZCAT
428,23.633458333333333,-38.72591944444444,5BZQJ0134-3843 ,2.14,569.0,2.28e-12,0.0,5BZCAT
431,23.90625,-20.146058333333333,5BZQJ0135-2008 ,1.141,559.0,0.0,0.0,5BZCAT
433,24.135749999999998,39.09977777777778,5BZBJ0136+3905 ,0.0,60.0,5.33e-11,16.1,5BZCAT
435,24.244125,47.85805833333333,5BZQJ0136+4751 ,0.859,1138.0,4.45e-11,0.0,5BZCAT
436,24.0275,-40.73885833333333,5BZQJ0136-4044 ,0.649,123.0,0.0,0.0,5BZCAT
437,24.28633333333333,31.376608333333333,5BZQJ0137+3122 ,1.716,417.0,0.0,0.0,5BZCAT
438,24.46025,58.23643888888889,5BZBJ0137+5814 ,0.0,171.0,1.57e-11,16.2,5BZCAT
440,24.409750000000003,-24.51493888888889,5BZQJ0137-2430 ,0.835,1181.0,1.64e-11,0.0,5BZCAT
442,24.548708333333337,-17.903777777777776,5BZBJ0138-1754 ,0.53,17.0,0.0,0.0,5BZCAT
444,24.540916666666668,-27.191058333333334,5BZQJ0138-2711 ,2.999,261.0,0.0,0.0,5BZCAT
446,24.715999999999998,-5.668919444444445,5BZQJ0138-0540 ,2.004,263.0,0.0,0.0,5BZCAT
448,24.73945833333333,-22.913138888888888,5BZQJ0138-2254 ,1.895,512.0,0.0,0.0,5BZCAT
449,25.01845833333333,-15.548808333333334,5BZQJ0140-1532 ,0.819,233.0,0.0,0.0,5BZCAT
450,25.170249999999996,-7.980308333333333,5BZBJ0140-0758 ,0.0,25.0,2.02e-12,16.6,5BZCAT
451,25.357583333333334,-9.478808333333333,5BZBJ0141-0928 ,0.73,657.0,2.09e-11,0.0,5BZCAT
452,25.490624999999998,39.391419444444445,5BZUJ0141+3923 ,0.08,117.0,0.0,0.0,5BZCAT
453,25.390749999999997,-2.0393083333333335,5BZQJ0141-0202 ,1.281,126.0,0.0,0.0,5BZCAT
454,25.763208333333335,41.488997222222224,5BZQJ0143+4129 ,0.824,184.0,0.0,0.0,5BZCAT
455,25.661958333333335,-5.733669444444445,5BZBJ0142-0544 ,0.0,456.0,2.01e-12,0.0,5BZCAT
457,25.792208333333335,-32.015747222222224,5BZUJ0143-3200 ,0.375,76.0,1.45e-12,0.0,5BZCAT
460,26.13975,27.084169444444445,5BZBJ0144+2705 ,0.0,217.0,5.33e-11,0.0,5BZCAT
461,25.83,-68.22418888888889,5BZQJ0143-6813 ,1.223,20.0,0.0,0.0,5BZCAT
462,25.947499999999998,-58.76427777777778,5BZBJ0143-5845 ,0.0,28.0,1.43e-11,16.7,5BZCAT
464,26.264041666666664,-27.559527777777777,5BZQJ0145-2733 ,1.148,923.0,1.21e-11,0.0,5BZCAT
469,26.5675,-5.852919444444445,5BZGJ0146-0551 ,0.499,405.0,0.0,0.0,5BZCAT
471,26.667749999999995,-27.461169444444444,5BZQJ0146-2727 ,1.732,70.0,0.0,0.0,5BZCAT
474,26.702416666666664,-52.04263888888889,5BZGJ0146-5202 ,0.098,324.0,3.43e-12,15.0,5BZCAT
477,27.101499999999998,38.90141944444444,5BZQJ0148+3854 ,1.442,345.0,0.0,0.0,5BZCAT
479,27.185708333333334,42.25538888888889,5BZQJ0148+4215 ,3.242,55.0,0.0,0.0,5BZCAT
480,27.123749999999994,14.038308333333333,5BZGJ0148+1402 ,0.125,44.0,0.0,0.0,5BZCAT
481,27.140749999999997,1.4836694444444445,5BZBJ0148+0129 ,0.0,88.0,3.12e-12,15.4,5BZCAT
484,27.343208333333333,5.931558333333333,5BZQJ0149+0555 ,2.345,906.0,0.0,0.0,5BZCAT
486,27.45716666666667,18.95568888888889,5BZQJ0149+1857 ,0.584,287.0,0.0,0.0,5BZCAT
488,28.28066666666667,75.29521944444444,5BZBJ0153+7517 ,0.0,21.0,5.36e-12,15.9,5BZCAT
489,27.863083333333332,27.744919444444445,5BZQJ0151+2744 ,1.26,893.0,0.0,0.0,5BZCAT
491,27.84779166666667,-34.58718888888889,5BZQJ0151-3435 ,1.31,147.0,0.0,0.0,5BZCAT
494,28.357708333333335,71.25177777777778,5BZGJ0153+7115 ,0.022,578.0,3.85e-12,15.0,5BZCAT
496,28.07525,22.118808333333334,5BZQJ0152+2207 ,1.32,1042.0,7.33e-12,0.0,5BZCAT
497,28.16495833333333,1.7881083333333332,5BZGJ0152+0147 ,0.08,61.0,1e-11,15.9,5BZCAT
498,28.13325,-14.210919444444444,5BZQJ0152-1412 ,1.35,745.0,0.0,0.0,5BZCAT
499,28.140333333333334,-29.713308333333334,5BZQJ0152-2942 ,1.221,226.0,0.0,0.0,5BZCAT
501,28.292166666666663,-33.173858333333335,5BZQJ0153-3310 ,0.61,1186.0,0.0,0.0,5BZCAT
502,28.392999999999997,-1.3023083333333334,5BZGJ0153-0118 ,0.245,106.0,0.0,0.0,5BZCAT
503,28.511499999999998,8.397527777777778,5BZBJ0154+0823 ,0.0,207.0,1.57e-11,15.1,5BZCAT
504,28.734499999999997,47.72402777777778,5BZQJ0154+4743 ,1.026,275.0,0.0,0.0,5BZCAT
505,28.726916666666664,44.56052777777778,5BZBJ0154+4433 ,0.0,37.0,3.4e-12,0.0,5BZCAT
507,28.62225,-13.776527777777778,5BZQJ0154-1346 ,1.01,74.0,0.0,0.0,5BZCAT
508,28.58179166666666,-51.13093888888889,5BZQJ0154-5107 ,1.582,447.0,0.0,0.0,5BZCAT
509,28.7655,4.64175,5BZQJ0155+0438 ,1.132,323.0,0.0,0.0,5BZCAT
510,29.395666666666667,74.712,5BZQJ0157+7442 ,2.341,1801.0,0.0,0.0,5BZCAT
511,28.995499999999996,22.503308333333333,5BZQJ0155+2230 ,1.456,253.0,0.0,0.0,5BZCAT
520,29.241666666666667,-53.03330833333333,5BZBJ0156-5302 ,0.0,43.0,6.8e-12,18.3,5BZCAT
523,29.462999999999997,-46.239777777777775,5BZQJ0157-4614 ,2.287,224.0,5.76e-12,0.0,5BZCAT
524,29.71979166666667,1.0257777777777777,5BZUJ0158+0101 ,0.952,82.0,3.71e-12,0.0,5BZCAT
525,29.65875,-39.53438888888889,5BZBJ0158-3932 ,0.0,132.0,8.43e-12,0.0,5BZCAT
526,29.89325,10.784858333333334,5BZBJ0159+1047 ,0.195,47.0,9.58e-12,15.7,5BZCAT
529,29.93058333333333,-27.67727777777778,5BZBJ0159-2740 ,0.0,103.0,4.86e-12,0.0,5BZCAT
530,30.122708333333332,27.210497222222223,5BZBJ0200+2712 ,0.0,16.0,0.0,0.0,5BZCAT
532,29.999125,-51.726308333333336,5BZQJ0159-5143 ,2.39,88.0,0.0,0.0,5BZCAT
534,30.275749999999995,0.5666888888888889,5BZBJ0201+0034 ,0.298,13.0,1.14e-12,17.0,5BZCAT
535,30.506916666666662,39.72266944444444,5BZQJ0202+3943 ,0.78,93.0,0.0,0.0,5BZCAT
538,30.888999999999996,72.54824722222222,5BZBJ0203+7232 ,0.0,229.0,6.51e-12,0.0,5BZCAT
539,30.528499999999998,-5.983358333333333,5BZGJ0202-0559 ,0.189,213.0,0.0,0.0,5BZCAT
540,30.681791666666665,42.08785833333334,5BZBJ0202+4205 ,0.0,167.0,2.57e-12,0.0,5BZCAT
541,30.61,8.820438888888889,5BZBJ0202+0849 ,0.0,135.0,2.09e-12,16.0,5BZCAT
543,30.557708333333334,-19.805419444444446,5BZQJ0202-1948 ,0.493,274.0,0.0,0.0,5BZCAT
547,30.934458333333332,30.710497222222223,5BZBJ0203+3042 ,0.761,175.0,2.04e-11,0.0,5BZCAT
550,31.021666666666665,40.08430833333333,5BZGJ0204+4005 ,0.007,50.0,0.0,0.0,5BZCAT
551,30.944416666666665,11.579277777777778,5BZQJ0203+1134 ,3.639,781.0,0.0,0.0,5BZCAT
554,31.05325,-33.56141944444445,5BZBJ0204-3333 ,0.617,6.0,1.47e-12,17.9,5BZCAT
556,31.209999999999997,15.23638888888889,5BZUJ0204+1514 ,0.833,4068.0,7.02e-12,0.0,5BZCAT
558,31.2705,32.20835833333334,5BZQJ0205+3212 ,1.466,657.0,1.3e-11,0.0,5BZCAT
560,31.30825,39.54913888888889,5BZQJ0205+3932 ,0.454,51.0,0.0,0.0,5BZCAT
561,31.304666666666662,14.742308333333334,5BZQJ0205+1444 ,2.85,198.0,0.0,0.0,5BZCAT
562,31.24025,-17.022169444444444,5BZQJ0204-1701 ,1.74,1220.0,1.23e-11,0.0,5BZCAT
563,31.212374999999998,-51.783027777777775,5BZQJ0204-5146 ,1.42,103.0,0.0,0.0,5BZCAT
565,31.608666666666668,-11.844358333333334,5BZQJ0206-1150 ,1.663,168.0,1.22e-11,0.0,5BZCAT
567,31.666666666666668,-61.725608333333334,5BZQJ0206-6143 ,0.732,233.0,0.0,0.0,5BZCAT
572,32.46575,72.49075,5BZUJ0209+7229 ,0.895,669.0,5.33e-12,0.0,5BZCAT
573,32.159,35.386919444444445,5BZBJ0208+3523 ,0.318,5.0,3e-12,16.3,5BZCAT
574,32.10975,-0.7956694444444444,5BZBJ0208-0047 ,0.0,579.0,2.71e-12,0.0,5BZCAT
575,32.32041666666667,44.82966944444444,5BZBJ0209+4449 ,0.0,29.0,3.33e-12,16.8,5BZCAT
576,32.00483333333333,-62.27652777777778,5BZQJ0208-6216 ,2.382,204.0,0.0,0.0,5BZCAT
577,31.962208333333333,-68.632,5BZBJ0207-6837 ,0.0,310.0,3.22e-12,0.0,5BZCAT
578,32.39995833333333,13.866858333333333,5BZQJ0209+1352 ,0.631,466.0,0.0,0.0,5BZCAT
580,32.378208333333326,-4.640558333333333,5BZQJ0209-0438 ,1.128,219.0,0.0,0.0,5BZCAT
582,32.500791666666665,-10.065027777777777,5BZQJ0210-1003 ,1.976,266.0,0.0,0.0,5BZCAT
584,32.34,-52.48960833333334,5BZBJ0209-5229 ,0.0,77.0,1.88e-11,16.4,5BZCAT
586,32.804916666666664,10.859669444444444,5BZBJ0211+1051 ,0.0,319.0,5.18e-11,0.0,5BZCAT
589,32.69245833333333,-51.01716944444444,5BZUJ0210-5101 ,1.003,3493.0,4.74e-11,0.0,5BZCAT
590,32.957249999999995,-15.971919444444444,5BZUJ0211-1558 ,0.177,95.0,0.0,0.0,5BZCAT
593,33.22004166666667,22.747777777777777,5BZBJ0212+2244 ,0.459,67.0,5.8e-12,15.2,5BZCAT
596,33.12704166666666,-35.058419444444446,5BZBJ0212-3503 ,0.393,18.0,3.78e-12,16.5,5BZCAT
597,33.271499999999996,12.219669444444444,5BZBJ0213+1213 ,0.0,132.0,0.0,0.0,5BZCAT
598,33.293791666666664,18.34038888888889,5BZQJ0213+1820 ,1.817,116.0,0.0,0.0,5BZCAT
600,33.574708333333334,51.74777777777778,5BZGJ0214+5144 ,0.049,294.0,5.27e-12,17.3,5BZCAT
605,34.37833333333333,73.82568888888889,5BZQJ0217+7349 ,2.367,2272.0,1.29e-11,0.0,5BZCAT
610,33.925,-2.3824194444444444,5BZQJ0215-0222 ,1.177,482.0,0.0,0.0,5BZCAT
614,34.0235,-1.3009194444444443,5BZQJ0216-0118 ,2.803,122.0,0.0,0.0,5BZCAT
615,34.050875,-1.0885583333333333,5BZQJ0216-0105 ,1.492,141.0,0.0,0.0,5BZCAT
616,34.13370833333333,23.24727777777778,5BZBJ0216+2314 ,0.288,36.0,3.65e-12,16.2,5BZCAT
621,34.261,-8.347888888888889,5BZUJ0217-0820 ,0.607,418.0,4.48e-12,0.0,5BZCAT
622,34.32133333333333,8.617777777777778,5BZBJ0217+0837 ,0.0,315.0,1.73e-11,0.0,5BZCAT
623,34.20075,-32.79468888888889,5BZQJ0216-3247 ,1.331,166.0,0.0,0.0,5BZCAT
625,34.453958333333325,1.7471388888888888,5BZQJ0217+0144 ,1.715,751.0,3.16e-11,0.0,5BZCAT
626,34.21179166666666,-66.61177777777777,5BZBJ0216-6636 ,0.0,103.0,6.07e-12,15.3,5BZCAT
628,34.64320833333333,-9.394,5BZQJ0218-0923 ,1.447,156.0,0.0,0.0,5BZCAT
631,34.18595833333333,-73.5278888888889,5BZQJ0216-7331 ,2.679,101.0,0.0,0.0,5BZCAT
632,34.77920833333333,1.3499388888888888,5BZQJ0219+0120 ,1.623,478.0,0.0,0.0,5BZCAT
633,34.77291666666666,-17.420308333333335,5BZBJ0219-1725 ,0.128,62.0,3.09e-12,16.6,5BZCAT
635,34.838166666666666,-18.71075,5BZBJ0219-1842 ,0.0,302.0,0.0,0.0,5BZCAT
636,34.39870833333333,-72.85774722222222,5BZQJ0217-7251 ,0.293,150.0,0.0,0.0,5BZCAT
637,34.437958333333334,-73.78977777777777,5BZQJ0217-7347 ,1.234,189.0,0.0,0.0,5BZCAT
640,35.213499999999996,25.157669444444444,5BZUJ0220+2509 ,0.482,146.0,0.0,0.0,5BZCAT
641,35.11749999999999,-13.08863888888889,5BZQJ0220-1305 ,1.445,357.0,0.0,0.0,5BZCAT
643,35.27275,35.93713888888889,5BZUJ0221+3556 ,0.944,1707.0,8.68e-11,0.0,5BZCAT
644,35.14645833333333,-21.853358333333333,5BZQJ0220-2151 ,2.552,137.0,0.0,0.0,5BZCAT
646,35.20191666666667,-8.714,5BZBJ0220-0842 ,0.525,66.0,1.49e-12,15.5,5BZCAT
650,35.66499999999999,43.03549722222222,5BZBJ0222+4302 ,0.0,2303.0,1.58e-10,0.0,5BZCAT
651,35.22570833333333,-63.50538888888889,5BZQJ0220-6330 ,1.478,380.0,0.0,0.0,5BZCAT
652,35.503,-16.254558333333332,5BZQJ0222-1615 ,0.698,590.0,5.84e-12,0.0,5BZCAT
657,35.80925,-11.293938888888889,5BZBJ0223-1117 ,0.0,14.0,3.4e-12,15.7,5BZCAT
658,35.735,-34.69130833333333,5BZQJ0222-3441 ,1.49,683.0,2.11e-12,0.0,5BZCAT
660,35.932249999999996,-16.943808333333333,5BZQJ0223-1656 ,1.015,241.0,0.0,0.0,5BZCAT
663,36.11845833333333,6.989808333333333,5BZQJ0224+0659 ,0.511,772.0,3.79e-12,0.0,5BZCAT
664,35.878625,-53.79441944444444,5BZQJ0223-5347 ,0.569,184.0,0.0,0.0,5BZCAT
665,36.26945833333333,18.78018888888889,5BZQJ0225+1846 ,2.69,461.0,5.83e-12,0.0,5BZCAT
666,36.36395833333333,37.174308333333336,5BZGJ0225+3710 ,0.033,196.0,0.0,0.0,5BZCAT
670,36.557,9.624058333333334,5BZUJ0226+0937 ,2.605,375.0,3.98e-12,0.0,5BZCAT
674,36.78033333333333,39.52780833333333,5BZQJ0227+3931 ,1.571,432.0,4.57e-12,0.0,5BZCAT
679,37.208499999999994,67.35082777777778,5BZQJ0228+6721 ,0.523,1540.0,7.86e-12,0.0,5BZCAT
680,36.819125,2.0333083333333333,5BZBJ0227+0202 ,0.457,36.0,6.69e-12,17.6,5BZCAT
682,36.66183333333333,-44.68955833333333,5BZBJ0226-4441 ,0.0,12.0,3.6e-12,16.5,5BZCAT
684,36.88358333333333,-8.80338888888889,5BZQJ0227-0848 ,2.226,65.0,0.0,0.0,5BZCAT
686,36.91883333333333,-30.434308333333334,5BZQJ0227-3026 ,0.303,294.0,2.24e-12,0.0,5BZCAT
688,37.22170833333333,-3.6269388888888887,5BZQJ0228-0337 ,2.073,940.0,0.0,0.0,5BZCAT
689,37.1405,-37.33230833333333,5BZQJ0228-3719 ,2.154,92.0,0.0,0.0,5BZCAT
691,37.089999999999996,-55.76757777777778,5BZQJ0228-5546 ,2.464,352.0,2.62e-11,0.0,5BZCAT
693,37.3685,-36.732419444444446,5BZQJ0229-3643 ,2.115,117.0,1.31e-11,0.0,5BZCAT
694,37.497458333333334,-10.521527777777777,5BZQJ0229-1031 ,1.135,43.0,0.0,0.0,5BZCAT
695,37.69045833333333,40.54805833333333,5BZQJ0230+4032 ,1.019,451.0,1.08e-11,0.0,5BZCAT
699,37.941208333333336,13.381858333333334,5BZQJ0231+1322 ,2.065,1560.0,9.23e-12,0.0,5BZCAT
700,37.799166666666665,-47.769888888888886,5BZQJ0231-4746 ,0.765,43.0,6.15e-12,0.0,5BZCAT
703,37.820499999999996,-58.68518888888889,5BZQJ0231-5841 ,2.079,295.0,0.0,0.0,5BZCAT
704,37.965916666666665,-39.59643888888889,5BZQJ0231-3935 ,1.646,372.0,0.0,0.0,5BZCAT
705,38.2025,20.288138888888888,5BZGJ0232+2017 ,0.139,82.0,3.52e-12,18.5,5BZCAT
710,38.334999999999994,34.715,5BZBJ0233+3442 ,0.458,188.0,0.0,0.0,5BZCAT
711,37.395624999999995,-78.796,5BZQJ0229-7847 ,1.07,352.0,0.0,0.0,5BZCAT
713,38.45495833333333,2.490308333333333,5BZQJ0233+0229 ,0.321,52.0,0.0,0.0,5BZCAT
715,38.77670833333333,-47.61960833333333,5BZQJ0235-4737 ,1.504,697.0,0.0,0.0,5BZCAT
716,38.903,-29.64538888888889,5BZBJ0235-2938 ,0.0,5.0,1.42e-12,16.6,5BZCAT
718,39.129875,-29.898747222222223,5BZQJ0236-2953 ,2.102,313.0,0.0,0.0,5BZCAT
721,39.3085,5.447188888888889,5BZQJ0237+0526 ,0.561,177.0,0.0,0.0,5BZCAT
722,39.468333333333334,28.80249722222222,5BZQJ0237+2848 ,1.206,2197.0,8.95e-11,0.0,5BZCAT
725,39.39175,-36.05788888888889,5BZBJ0237-3603 ,0.411,26.0,3.58e-12,16.1,5BZCAT
727,39.22179166666667,-61.60418888888889,5BZQJ0236-6136 ,0.467,604.0,1.26e-11,0.0,5BZCAT
728,39.556916666666666,-9.40868888888889,5BZBJ0238-0924 ,0.419,3.0,0.0,16.7,5BZCAT
729,39.66220833333333,16.61643888888889,5BZBJ0238+1636 ,0.94,1941.0,1.06e-10,0.0,5BZCAT
733,39.63529166666666,-31.28280833333333,5BZBJ0238-3116 ,0.233,71.0,1.21e-11,16.3,5BZCAT
735,40.021791666666665,42.27291944444445,5BZQJ0240+4216 ,1.7,64.0,0.0,0.0,5BZCAT
737,39.939458333333334,-2.578027777777778,5BZQJ0239-0234 ,1.116,304.0,0.0,0.0,5BZCAT
738,39.963499999999996,4.272608333333333,5BZQJ0239+0416 ,0.978,890.0,9.3e-12,0.0,5BZCAT
740,40.178416666666664,18.80002777777778,5BZQJ0240+1848 ,1.297,497.0,0.0,0.0,5BZCAT
741,40.23395833333333,-5.078308333333333,5BZBJ0240-0504 ,0.0,237.0,2.68e-12,0.0,5BZCAT
742,40.269999999999996,-8.255777777777778,5BZUJ0241-0815 ,0.005,913.0,0.0,0.0,5BZCAT
744,40.87866666666667,71.33830833333333,5BZBJ0243+7120 ,0.0,211.0,6.59e-12,0.0,5BZCAT
746,40.58675,26.89377777777778,5BZQJ0242+2653 ,1.851,65.0,0.0,0.0,5BZCAT
747,39.752,-76.44505833333334,5BZQJ0239-7626 ,1.386,367.0,0.0,0.0,5BZCAT
749,40.60104166666667,17.716308333333334,5BZUJ0242+1742 ,0.551,187.0,3.48e-12,0.0,5BZCAT
751,40.6215,11.016858333333333,5BZQJ0242+1101 ,2.68,1664.0,6.64e-12,0.0,5BZCAT
752,40.762208333333334,0.7742472222222223,5BZBJ0243+0046 ,0.409,30.0,0.0,16.3,5BZCAT
753,40.80195833333333,-5.848669444444445,5BZQJ0243-0550 ,1.805,562.0,4.01e-12,0.0,5BZCAT
756,41.32025,24.093108333333333,5BZQJ0245+2405 ,2.247,458.0,7.89e-12,0.0,5BZCAT
758,41.35395833333333,-11.121308333333333,5BZGJ0245-1107 ,0.098,142.0,0.0,0.0,5BZCAT
759,41.167791666666666,-58.331808333333335,5BZBJ0244-5819 ,0.265,90.0,6.7e-12,17.5,5BZCAT
760,41.549249999999994,18.39168888888889,5BZQJ0246+1823 ,3.59,217.0,0.0,0.0,5BZCAT
762,41.542291666666664,-29.75618888888889,5BZQJ0246-2945 ,2.19,85.0,0.0,0.0,5BZCAT
763,41.500499999999995,-46.85477777777778,5BZQJ0246-4651 ,1.385,1498.0,3.75e-11,0.0,5BZCAT
764,41.743625,-12.608558333333333,5BZQJ0246-1236 ,2.201,403.0,0.0,0.0,5BZCAT
770,42.03216666666667,-16.529558333333334,5BZBJ0248-1631 ,0.0,520.0,0.0,0.0,5BZCAT
772,42.324999999999996,6.331058333333333,5BZQJ0249+0619 ,1.881,499.0,0.0,0.0,5BZCAT
775,42.658125,17.20243888888889,5BZUJ0250+1712 ,1.1,64.0,5.32e-12,16.2,5BZCAT
776,42.57895833333333,-21.494527777777776,5BZBJ0250-2129 ,0.498,4.0,0.0,17.0,5BZCAT
777,42.559958333333334,-27.524669444444445,5BZQJ0250-2731 ,1.132,103.0,0.0,0.0,5BZCAT
778,42.89391666666667,43.25438888888889,5BZQJ0251+4315 ,1.31,1225.0,0.0,0.0,5BZCAT
780,42.99675,37.571777777777775,5BZQJ0251+3734 ,1.818,83.0,0.0,0.0,5BZCAT
785,42.859249999999996,-60.00175,5BZQJ0251-6000 ,1.373,274.0,2.86e-12,0.0,5BZCAT
786,43.49,51.04902777777778,5BZQJ0253+5102 ,1.732,429.0,1.39e-11,0.0,5BZCAT
788,43.199749999999995,-22.32375,5BZQJ0252-2219 ,1.419,443.0,5.05e-11,0.0,5BZCAT
789,43.31495833333334,-1.401438888888889,5BZBJ0253-0124 ,0.0,33.0,3.46e-12,0.0,5BZCAT
790,43.33766666666667,0.1,5BZQJ0253+0006 ,1.339,128.0,0.0,0.0,5BZCAT
792,43.603,23.724027777777778,5BZQJ0254+2343 ,1.987,58.0,0.0,0.0,5BZCAT
793,43.677625,39.52630833333333,5BZQJ0254+3931 ,0.289,230.0,0.0,0.0,5BZCAT
795,43.3715,-54.697608333333335,5BZQJ0253-5441 ,0.539,964.0,4.23e-12,0.0,5BZCAT
800,44.0535,-21.624747222222222,5BZQJ0256-2137 ,1.47,367.0,0.0,0.0,5BZCAT
802,44.177499999999995,-33.255919444444444,5BZQJ0256-3315 ,1.915,180.0,0.0,0.0,5BZCAT
803,44.440041666666666,18.784808333333334,5BZGJ0257+1847 ,0.427,180.0,0.0,0.0,5BZCAT
804,44.530458333333335,20.500419444444443,5BZBJ0258+2030 ,0.0,99.0,5.47e-12,0.0,5BZCAT
805,44.42075,-12.200388888888888,5BZQJ0257-1212 ,1.391,218.0,3.61e-12,0.0,5BZCAT
807,44.7105,5.685558333333334,5BZQJ0258+0541 ,1.38,144.0,0.0,0.0,5BZCAT
808,44.5585,-39.16127777777778,5BZQJ0258-3909 ,3.449,186.0,0.0,0.0,5BZCAT
810,44.8735,19.42893888888889,5BZQJ0259+1925 ,0.545,164.0,2.53e-12,0.0,5BZCAT
811,44.86275,7.794308333333333,5BZQJ0259+0747 ,0.893,834.0,2.14e-11,0.0,5BZCAT
812,44.86875,-0.3333083333333333,5BZQJ0259-0020 ,2.0,228.0,0.0,0.0,5BZCAT
813,44.661458333333336,-50.86788888888889,5BZQJ0258-5052 ,0.834,741.0,0.0,0.0,5BZCAT
815,45.265708333333336,34.68366944444445,5BZBJ0301+3441 ,0.246,10.0,0.0,15.8,5BZCAT
819,45.278000000000006,-18.20488888888889,5BZQJ0301-1812 ,1.627,108.0,0.0,0.0,5BZCAT
820,45.348375000000004,1.31,5BZQJ0301+0118 ,1.221,532.0,0.0,0.0,5BZCAT
827,45.648999999999994,-7.840808333333333,5BZBJ0302-0750 ,0.0,8.0,0.0,0.0,5BZCAT
828,45.89675,47.271169444444446,5BZBJ0303+4716 ,0.0,963.0,2.45e-11,0.0,5BZCAT
830,45.875750000000004,5.908388888888889,5BZGJ0303+0554 ,0.196,30.0,1.49e-12,15.8,5BZCAT
831,45.860416666666666,-24.119808333333335,5BZBJ0303-2407 ,0.266,700.0,6.03e-11,15.7,5BZCAT
832,45.41020833333333,-71.94288888888889,5BZQJ0301-7156 ,0.823,792.0,4.83e-12,0.0,5BZCAT
834,46.14145833333334,-0.9012777777777778,5BZBJ0304-0054 ,0.511,28.0,2.09e-12,15.9,5BZCAT
835,46.068000000000005,-28.538358333333335,5BZBJ0304-2832 ,0.0,8.0,1.97e-12,17.7,5BZCAT
836,46.111958333333334,-20.401888888888887,5BZQJ0304-2024 ,1.821,67.0,0.0,0.0,5BZCAT
837,46.24570833333333,0.04324722222222222,5BZUJ0304+0002 ,0.564,124.0,0.0,0.0,5BZCAT
839,46.252250000000004,-6.128169444444445,5BZBJ0305-0607 ,0.0,73.0,2.67e-12,0.0,5BZCAT
840,46.12141666666667,-43.55441944444444,5BZQJ0304-4333 ,1.945,180.0,0.0,0.0,5BZCAT
841,45.96095833333333,-62.19038888888889,5BZQJ0303-6211 ,1.391,2455.0,1.12e-11,0.0,5BZCAT
844,46.07591666666667,-70.12805833333333,5BZQJ0304-7007 ,1.115,238.0,0.0,0.0,5BZCAT
845,45.836999999999996,-79.24902777777778,5BZQJ0303-7914 ,1.115,126.0,4e-12,0.0,5BZCAT
849,46.89245833333333,-48.95318888888889,5BZQJ0307-4857 ,0.796,194.0,0.0,0.0,5BZCAT
851,47.265,10.487858333333334,5BZQJ0309+1029 ,0.863,505.0,1.85e-11,0.0,5BZCAT
852,47.526250000000005,40.94852777777778,5BZBJ0310+4056 ,0.137,30.0,0.0,0.0,5BZCAT
853,47.347,-5.988997222222222,5BZQJ0309-0559 ,0.745,38.0,0.0,0.0,5BZCAT
854,47.26045833333333,-36.06768888888889,5BZBJ0309-3604 ,0.0,114.0,0.0,0.0,5BZCAT
855,47.430083333333336,-7.740938888888889,5BZBJ0309-0744 ,0.0,82.0,3.72e-12,0.0,5BZCAT
858,47.70779166666667,38.24827777777778,5BZQJ0310+3814 ,0.816,236.0,5.58e-12,0.0,5BZCAT
860,47.48370833333334,-60.97752777777778,5BZQJ0309-6058 ,1.479,992.0,2.78e-11,0.0,5BZCAT
865,48.20945833333334,36.25541944444444,5BZGJ0312+3615 ,0.071,117.0,4.3e-12,16.3,5BZCAT
866,48.25816666666667,41.333669444444446,5BZUJ0313+4120 ,0.136,370.0,4.11e-12,0.0,5BZCAT
867,47.17825,-78.21155833333333,5BZQJ0308-7812 ,1.326,112.0,0.0,0.0,5BZCAT
868,48.181666666666665,1.554888888888889,5BZQJ0312+0133 ,0.664,459.0,7.4e-12,0.0,5BZCAT
872,48.49,41.25655833333333,5BZGJ0313+4115 ,0.029,41.0,0.0,0.0,5BZCAT
